p
20000	MJ030312	MJ030312 MJ030313 MJ056848
20001	MJ030314
4E69	MJ006411	shs17244
4E71	MJ006415	shs3930
4E73	MJ006417	shs3285 shs13968 MJ006417 MJ006416
4E74	MJ006418	shs21079
4E75	MJ006419	shs21080 MJ006419 MJ006420
4E79	MJ006421	shs19143
4E7E	MJ006422	shs1505
4E7F	MJ006423	shs14306
4E80	MJ006424	shs1615 MJ006424 u4e80-ue0102
4E85	MJ006430	shs4102
4E86	MJ006431	shs3971 MJ006431 u4e86-ue0102	akr:14279	@ nnt:28594
4E88	MJ006433	shs3879 MJ006433 MJ056873
4E89	MJ006434	shs2794		@ nnt:26981
4E8A	MJ006435	shs4104
4E8B	MJ006436	shs2244
4E8D	MJ006438	shs14307
4E8E	MJ006439	shs4107
4E91	MJ006441	shs1248
4E92	MJ006442	shs1939
4E94	MJ006444	shs1938 MJ006444 MJ056822
4E95	MJ006445	shs1194		@ nnt:28876
4E96	MJ006446	shs14308
4E97	MJ006447	shs21081
4E98	MJ006448	shs4081 MJ006448 u4e98-ue0102		nnt:26986
4E99	MJ006450	shs4080 MJ006450 u4e99-ue0102		nnt:23706
4E9B	MJ006453	shs2083
4E9C	MJ006454	shs1125
4E9D	MJ006455	shs17245
4E9E	MJ006456	shs4108 MJ006456 MJ056837
4E9F	MJ006458	shs4109 MJ006458 MJ006457 MJ006459
4EA0	MJ006461	shs4110 MJ006460 MJ006461
4EA1	MJ006463	shs3682 shs14031 MJ006463 MJ006462
4EA2	MJ006464	shs4111 MJ006464 MJ056886 u4ea2-ue0103 MJ006465 MJ056979
4EA4	MJ006467	shs1958 shs13439 MJ006467 MJ006468 MJ006469
4EA5	MJ006470	shs1195 MJ006470 MJ006471
4EA6	MJ006472	shs3744
4EA8	MJ006473	shs1686 MJ006473 MJ056890
4EAB	MJ006474	shs1687 MJ006474 MJ056895
4EAC	MJ006475	shs1688		@ nnt:26991
4EAD	MJ006476	shs3070		@ nnt:28974
4EAE	MJ006477	shs3972 MJ006477 MJ006478	akr:14301
4EAF	MJ006479	shs21082
4EB0	MJ006480	shs4112
4EB3	MJ006483	shs4113
4EB6	MJ006485	shs4114 MJ006485 MJ006486 MJ006487
4EB9	MJ006491	shs14309 MJ006491 MJ006490 MJ006492
4EBB	MJ006494	shs13856
4EBC	MJ006495	shs17247
4EC0	MJ006496	shs2372	akr:14304
4EC1	MJ006497	shs2580
4EC2	MJ006498	shs4119
4EC3	MJ006499	shs17248		@ nnt:28716
4EC4	MJ006500	shs4117 MJ006500 u4ec4-ue0102
4EC6	MJ006503	shs4118
4EC7	MJ006504	shs1650 MJ006504 u4ec7-ue0102
4EC8	MJ006506	shs17249
4ECA	MJ006508	shs2067 shs13780
4ECB	MJ006509	shs1392 MJ006509 u4ecb-ue0102
4ECC	MJ006510		cns:2F819
4ECD	MJ006511	shs4116		nnt:21183
4ECE	MJ006512	shs4115
4ECF	MJ006513	shs3577
4ED0	MJ006514	shs14310
4ED4	MJ006515	shs2196
4ED5	MJ006516	shs2195		@ nnt:27002
4ED6	MJ006517	shs2846		@ nnt:28717
4ED7	MJ006518	shs4120 MJ006518 MJ056911 MJ006518 MJ006519
4ED8	MJ006520	shs3527
4ED9	MJ006521	shs2699
4EDA	MJ006522	shs17251
4EDB	MJ006523	shs21083
4EDD	MJ006525	shs656
4EDE	MJ006526	shs4121 MJ006526 MJ006527
4EDF	MJ006528	shs4123
4EE0	MJ006529	shs14311
4EE1	MJ006530	shs8372
4EE2	MJ006531	shs21084 MJ006531 MJ056903
4EE3	MJ006532	shs2885		nnt:27004
4EE5	MJ006534	shs1166 MJ006534 MJ057123 MJ057124
4EE8	MJ006536	shs21085
4EEB	MJ006537	shs17250
4EED	MJ006538	shs4122 MJ006538 MJ006539
4EEE	MJ006540	shs1342
4EEF	MJ006541	shs21086
4EF0	MJ006542	shs1724		@ nnt:27006
4EF1	MJ006543	shs17252 MJ006543 u4ef1-ue0102
4EF2	MJ006544	shs2981
4EF3	MJ006545	shs19144
4EF5	MJ006547	shs17253
4EF6	MJ006548	shs1861
4EF7	MJ006549	shs4124
4EFB	MJ006553	shs3290
4EFC	MJ006554	shs8373
4EFD	MJ006555	shs14312
4EFE	MJ006556	shs21087
4EFF	MJ006557	shs14313
4F00	MJ006558	shs8374 MJ006558 MJ006559
4F01	MJ006560	shs1575
4F02	MJ006561	shs21088
4F03	MJ006562	shs8375
4F08	MJ006567	shs21089
4F09	MJ006568	shs4125 MJ006568 u4f09-ue0102
4F0A	MJ006569	shs1167 MJ006569 MJ059314
4F0B	MJ006571	shs14314 MJ006571 MJ006570
4F0C	MJ006572	shs19145
4F0D	MJ006573	shs1940
4F0E	MJ006574	shs1576
4F0F	MJ006575	shs3564
4F10	MJ006576	shs3398
4F11	MJ006577	shs1651
4F12	MJ006578	shs21090
4F15	MJ006581	shs14315
4F16	MJ006582	shs17254 MJ006582 u4f16-ue0102
4F17	MJ006583	shs21091 MJ006583 u4f17-ue0102
4F19	MJ006585	shs19146
4F1A	MJ006586	shs1393
4F1C	MJ006588	shs4160
4F1D	MJ006589	shs3131
4F2E	MJ006594	shs19148
4F2F	MJ006595	shs3362
4F30	MJ006596	shs4127
4F31	MJ006597	shs19149
4F33	MJ006599	shs21092 MJ006599 MJ006600
4F34	MJ006602	shs3408 shs13984 MJ006602 MJ006601
4F35	MJ006603	MJ006603 shs21093 u4f35-ue0102
4F36	MJ006605	shs4010 MJ006605 MJ006606
4F37	MJ006607	shs17256
4F38	MJ006608	shs2547
4F39	MJ006609	shs8376
4F3A	MJ006610	shs2197
4F3B	MJ006611	shs14317
4F3C	MJ006612	shs2245 MJ006612 u4f3c-ue0102
4F3D	MJ006613	shs1344
4F3E	MJ006614	shs17257
4F40	MJ006616	shs21094 MJ006616 MJ006617
4F42	MJ006619	shs21095
4F43	MJ006620	shs3053
4F46	MJ006623	shs2912
4F47	MJ006624	shs4131
4F48	MJ006625	shs16779
4F49	MJ006626	shs14318
4F4B	MJ006628	shs21096
4F4C	MJ006629	shs21097
4F4D	MJ006630	shs1168
4F4E	MJ006631	shs3071
4F4F	MJ006632	shs2373 shs13820 MJ006632 MJ006633
4F50	MJ006634	shs2084 MJ006634 u4f50-ue0102
4F51	MJ006635	shs3854
4F52	MJ006636	shs21098
4F53	MJ006637	shs2862 MJ006637 MJ006638
4F54	MJ006639	shs14319
4F55	MJ006640	shs1343
4F56	MJ006641	shs8377
4F57	MJ006642	shs4130
4F58	MJ006643	shs17258
4F59	MJ006644	shs3880
4F5A	MJ006645	shs4126
4F5B	MJ006646	shs4128
4F5C	MJ006647	shs2142
4F5D	MJ006648	shs4129
4F5E	MJ006649	shs4563
4F5F	MJ006650	shs16780 MJ006650 u4f5f-ue0102
4F60	MJ006651	shs14316 shs15388 MJ006651 MJ006652 MJ059316	cns:2F804
4F63	MJ006655	shs21099
4F64	MJ006656	shs17255
4F69	MJ006658	shs4137 MJ006658 MJ056914
4F6A	MJ006659	shs16781 MJ006659 MJ006660
4F6C	MJ006662	shs16782
4F6E	MJ006665	shs21100
4F6F	MJ006666	shs4140
4F70	MJ006667	shs4138
4F71	MJ006668	shs21101
4F73	MJ006670	shs1346 shs20076		@ nnt:27012
4F75	MJ006672	shs3595 shs13383
4F76	MJ006673	shs4132 MJ006673 u4f76-ue0102
4F77	MJ006675	shs17260
4F78	MJ006676	shs17261
4F79	MJ006677	shs21102
4F7A	MJ006678	shs14320 MJ006678 MJ006679
4F7B	MJ006680	shs4136
4F7C	MJ006681	shs1959 MJ006681 MJ006682
4F7D	MJ006683	shs14321 MJ006683 MJ006684
4F7E	MJ006686	shs14322 MJ006686 MJ006685
4F7F	MJ006687	shs2198 shs13450 MJ006687 MJ006688		@ nnt:27013
4F81	MJ006690	shs21103
4F82	MJ006691	shs17262
4F83	MJ006692	shs1506 MJ006692 MJ059324
4F84	MJ006693	shs19150
4F85	MJ006694	shs17263
4F86	MJ006695	shs4141	akr:14368	nnt:28801 nnt:26446
4F88	MJ006697	shs4133
4F89	MJ006698	shs21104 MJ006698 MJ056918
4F8A	MJ006699	shs8379
4F8B	MJ006700	shs4011	akr:14371
4F8C	MJ006701	shs21105
4F8D	MJ006702	shs2246
4F8E	MJ006703	shs21106
4F8F	MJ006704	shs4134
4F90	MJ006705	shs21107
4F91	MJ006706	shs4139
4F92	MJ006707	shs8378
4F93	MJ006708	shs21108
4F94	MJ006709	shs8381
4F96	MJ006711	shs4142 MJ006711 MJ056919 MJ056926
4F97	MJ006712	shs14323
4F98	MJ006713	shs4135
4F99	MJ006714	shs21109
4F9A	MJ006715	shs8380
4F9B	MJ006716	shs1689
4F9D	MJ006719	shs1169
4F9E	MJ006720	shs19151
4F9F	MJ006721	shs21110
4FA0	MJ006722	shs1690
4FA1	MJ006723	shs1345 MJ006723 MJ056917
4FAB	MJ006725	shs4564 MJ006725 MJ006726
4FAD	MJ006727	shs3751
4FAE	MJ006728	shs3552 shs13382 MJ006728 MJ030244	MJ030244 cns:2F805
4FAF	MJ006729	shs1960 MJ006729 u4faf-ue0102
4FB2	MJ006733	shs17265
4FB5	MJ006737	shs2549 shs13851 MJ006737 MJ006736
4FB6	MJ006738	shs3967
4FB7	MJ006739	shs19152
4FB9	MJ006742	shs21111 MJ006742 MJ006741
4FBB	MJ006744	shs21112 MJ006744 u4fbb-ue0102 u4fbb-ue0103	cns:2F806
4FBC	MJ006746	shs21113
4FBD	MJ006747	shs21114
4FBE	MJ006748	shs14324
4FBF	MJ006749	shs3624 shs13506 MJ006749 MJ006750	akr:14383
4FC0	MJ006751	shs21115
4FC1	MJ006752	shs21116
4FC2	MJ006753	shs1806
4FC3	MJ006754	shs2821
4FC4	MJ006755	shs1380
4FC5	MJ006756	shs17266
4FC6	MJ006757	shs21117
4FC8	MJ006759	shs21118 MJ006759 u4fc8-ue0102
4FC9	MJ006761	shs8364
4FCA	MJ006763	shs2397 MJ006763 MJ006762
4FCB	MJ006764	shs17267
4FCC	MJ006765	shs21119
4FCD	MJ006766	shs8382
4FCE	MJ006767	shs4146
4FCF	MJ006768	shs14325
4FD0	MJ006769	shs4151
4FD1	MJ006770	shs4149
4FD2	MJ006771	shs17268
4FD3	MJ006772	shs15407
4FD4	MJ006773	shs4144
4FD7	MJ006775	shs2831
4FD8	MJ006776	shs4147 MJ006776 MJ006777
4FDA	MJ006779	shs4150
4FDB	MJ006780	shs4148
4FDC	MJ006781	shs21120
4FDD	MJ006782	shs3629
4FDF	MJ006786	shs4145
4FE0	MJ006787	shs7660
4FE1	MJ006788	shs2548
4FE2	MJ006789	shs21121
4FE3	MJ006790	shs3745
4FE4	MJ006791	shs4152
4FE5	MJ006792	shs4153
4FE6	MJ006793	shs17264
4FEE	MJ006795	shs2350
4FEF	MJ006796	shs4166
4FF0	MJ006797	shs21122
4FF1	MJ006798	shs13731
4FF2	MJ006799	shs17270
4FF3	MJ006800	shs3334
4FF5	MJ006802	shs3496
4FF6	MJ006803	shs4161
4FF8	MJ006805	shs3648
4FFA	MJ006807	shs1334
4FFC	MJ006809	shs21123
4FFD	MJ006810	shs14326
4FFE	MJ006811	shs4165
4FFF	MJ006812	shs8385
5000	MJ006813	shs14327
5001	MJ006814	shs14328
5002	MJ006816	shs20299 MJ006816 MJ006815	u2f807
5004	MJ006818	shs19153
5005	MJ006819	shs4159
5006	MJ006820	shs4168
5007	MJ006821	shs21124
5009	MJ006823	shs2772
500A	MJ006824	shs21125
500B	MJ006825	shs1912
500C	MJ006826	shs19154
500D	MJ006827	shs3346
500E	MJ006828	shs16783
500F	MJ006829	shs5632 MJ006829 MJ006830
5010	MJ006831	shs14329 MJ006831 MJ006832
5011	MJ006833	shs4167
5012	MJ006834	shs3159
5013	MJ006835	shs17271
5014	MJ006836	shs4156
5016	MJ006838	shs1962 MJ006838 MJ006839
5017	MJ006840	shs21126 MJ006840 u5017-ue0102
5018	MJ006842	shs16784
5019	MJ006843	shs1961
501A	MJ006844	shs4154
501B	MJ006845	shs14330
501C	MJ006846	shs17272 MJ006846 u501c-ue0102
501D	MJ006848	shs21127 MJ006848 MJ056931
501E	MJ006849	shs8386
501F	MJ006850	shs2310		@ nnt:28971
5021	MJ006852	shs4162
5022	MJ006853	shs8384
5023	MJ006854	shs3647
5024	MJ006855	shs2955 shs13919
5025	MJ006856	shs4158 MJ006856 MJ006857
5026	MJ006859	shs1863 shs7674 MJ006859 MJ006858
5027	MJ006860	shs14331
5028	MJ006861	shs4155
5029	MJ006862	shs4163 MJ006862 MJ006863 u5029-ue0103 u5029-ue0104
502A	MJ006864	shs4157
502B	MJ006865	shs3993 MJ006865 u502b-ue0102	akr:14426
502C	MJ006867	shs4164
502D	MJ006868	shs4071
502E	MJ006869	shs14332
5030	MJ006871	shs21128 MJ006871 MJ006872
5032	MJ006874	shs21129
5033	MJ006875	shs21130
5035	MJ006877	shs21131
5036	MJ006878	shs1758 MJ006878 MJ006879
5039	MJ006882	shs1862
503B	MJ006883	shs14336
5040	MJ006885	shs8383 MJ006885 MJ006886
5041	MJ006887	shs16785
5042	MJ006888	shs8389 MJ006888 MJ006889
5043	MJ006890	shs4169 MJ006890 MJ006891
5045	MJ006893	shs21132
5046	MJ006894	shs8387
5047	MJ006895	shs4170		nnt:20245
5048	MJ006896	shs4174 MJ006896 MJ006897
5049	MJ006899	shs1170 shs13409 MJ006899 MJ006898 u5049-ue0104 MJ006900
504A	MJ006901	shs21133
504C	MJ006903	shs19155 MJ006903 MJ006904
504E	MJ006906	shs17273
504F	MJ006908	shs3616 shs14014 MJ006908 MJ006907		@ nnt:28230
5050	MJ006909	shs4173 MJ006909 MJ006910
5051	MJ006911	shs21134
5052	MJ006912	shs21135
5053	MJ006913	shs17274
5055	MJ006914	shs4172 MJ006914 u5055-ue0102
5056	MJ006915	shs4176 shs20077 MJ006915 MJ006916
5057	MJ006917	shs14333
5059	MJ006919	shs21136
505A	MJ006920	shs4175
505C	MJ006922	shs3072 MJ006922 MJ056942		@ nnt:25989
505F	MJ006925	shs19156
5060	MJ006926	shs21137 MJ006926 MJ006927
5062	MJ006929	shs19157
5063	MJ006930	shs17275
5065	MJ006933	shs1864 shs13435 MJ006933 MJ056945 MJ006934
5066	MJ006935	shs14334
5067	MJ006936	shs21138
506A	MJ006939	shs14335
506C	MJ006941	shs4177
506D	MJ006942	shs21139
5070	MJ006945	shs8388 MJ006945 MJ006947 MJ006946
5071	MJ006948	shs21140
5072	MJ006949	shs2289
5074	MJ006951	shs2822
5075	MJ006952	shs3073		nnt:26245
5076	MJ006953	shs1774
5077	MJ006954	shs19158 MJ006955 MJ006954
5078	MJ006956	shs4178
507A	MJ006958		cns:2F808
507D	MJ006961	shs1616
5081	MJ006963	shs21141
5083	MJ006965	shs21142
5084	MJ006966	shs21143
5085	MJ006967	shs4181 shs13520 MJ006967 MJ006968 u5085-ue0104 u5085-ue0105
5086	MJ006971	shs21144
5088	MJ006973	shs17277
508A	MJ006975	shs21145
508D	MJ006979	shs3683 MJ006979 MJ006980
508E	MJ006981	shs19159 MJ006981 MJ006982 u508e-ue0103
508F	MJ006983	shs14337
5090	MJ006984	shs21146 MJ006984 u5090-ue0102
5091	MJ006987	shs1852 shs13433 shs13743 MJ006987 MJ006986 MJ006988
5092	MJ006989	shs17278
5093	MJ006990	shs17279 MJ006990 u5093-ue0102
5094	MJ006991	shs8390 MJ006991 MJ006992
5095	MJ006993	shs17280
5096	MJ006994	shs14338
5098	MJ006996	shs2175
5099	MJ006997	shs3467 MJ006997 MJ006998	cns:2F809	nnt:26740 nnt:28589
509A	MJ006999	shs4180
509B	MJ007000	shs21147
509C	MJ007001	shs14339
509E	MJ007003	shs19160
509F	MJ007004	shs21148
50A0	MJ007005	shs21149
50A1	MJ007006	shs21150
50A2	MJ007007	shs19161 MJ007007 MJ007008
50A3	MJ007009	shs17276
50AA	MJ007011	shs17281 MJ007011 u50aa-ue0102
50AC	MJ007013	shs2101		nnt:20249 nnt:28907
50AD	MJ007014	shs3885
50AF	MJ007016	shs21151 MJ007016 MJ007017
50B0	MJ007018	shs21152 MJ007018 u50b0-ue0102
50B1	MJ007020	shs17283
50B2	MJ007021	shs4183
50B3	MJ007023	shs4186 MJ007023 MJ007024 u50b3-ue0103
50B4	MJ007026	shs4182 MJ007026 MJ007027
50B5	MJ007028	shs2100
50B7	MJ007030	shs2439
50B9	MJ007032	shs21153 MJ007032 MJ007033
50BA	MJ007034	shs17284
50BB	MJ007036	shs17285 MJ007036 MJ007035
50BD	MJ007038	shs21154 MJ007038 MJ007039
50BE	MJ007040	shs1807
50C0	MJ007042	shs21155
50C2	MJ007044	shs4187
50C3	MJ007045	shs19162 MJ007045 MJ007046
50C4	MJ007047	shs17286
50C5	MJ007048	shs1735 shs7662 MJ007048 MJ007049
50C7	MJ007051	shs17287
50C9	MJ007053	shs4184 MJ007053 MJ056936 MJ056948
50CA	MJ007056	shs4185 shs7982 shs14101 MJ007056 MJ007054 MJ007055 MJ007057
50CC	MJ007059	shs14340
50CD	MJ007060	shs3207
50CE	MJ007061	shs17290
50CF	MJ007062	shs2814 shs13474 MJ007062 MJ007063 MJ007064 u50cf-ue0105	cns:2F80B
50D0	MJ007065	shs16787 MJ007065 u50d0-ue0102
50D1	MJ007066	shs1691
50D3	MJ007068	shs21156
50D4	MJ007069	shs17292
50D5	MJ007070	shs3707
50D6	MJ007071	shs4188
50D8	MJ007073	shs8392 MJ007073 u50d8-ue0102
50D9	MJ007074	shs15408 MJ007074 u50d9-ue0102 u50d9-ue0103
50DA	MJ007076	shs3973	akr:14463
50DC	MJ007079	shs21157
50DD	MJ007080	shs21158
50DE	MJ007081	shs4189 MJ007081 MJ007082
50DF	MJ007083	shs21159 MJ007083 u50df-ue0102 u50df-ue0103
50E1	MJ007087	shs17293
50E2	MJ007089	shs21160 MJ007089 MJ007088
50E3	MJ007090	shs4192
50E4	MJ007091	shs21161 MJ007091 u50e4-ue0102
50E5	MJ007092	shs4190
50E6	MJ007093	shs14341
50E7	MJ007095	shs2768 shs13360 MJ007095 MJ007094 MJ007096 MJ030245	MJ030245 cns:2F80A
50E8	MJ007097	shs19163 MJ007097 MJ056951
50E9	MJ007098	shs14342
50ED	MJ007102	shs4191 shs20078 MJ007102 MJ007103
50EE	MJ007104	shs4193 MJ007104 MJ007105
50EF	MJ007107	shs14343 MJ007107 MJ007106
50F0	MJ007108	shs15409
50F1	MJ007109	shs19164
50F2	MJ007111	shs16786 shs21164 MJ007110 MJ007111 MJ007112
50F3	MJ007113	shs17288
50F4	MJ007114	shs8391
50F5	MJ007115	shs4195
50F6	MJ007117	shs21162 MJ007117 MJ056953 MJ007116
50F9	MJ007121	shs4194
50FA	MJ007122	shs21163
50FB	MJ007123	shs3608
50FE	MJ007126	shs19165
5100	MJ007128	shs1617
5101	MJ007129	shs4197
5102	MJ007130	shs4198
5103	MJ007131	shs16789 MJ007131 u5103-ue0102
5104	MJ007133	shs1327 MJ007133 MJ007134
5106	MJ007137	shs16788 MJ007137 MJ007136
5107	MJ007138	shs19166
5108	MJ007139	shs14344 MJ007139 MJ059332 MJ056949
5109	MJ007140	shs4196
510B	MJ007141	shs14345
510C	MJ007142	shs19167
510D	MJ007144	shs19168 MJ007144 MJ007143
510E	MJ007145	shs19169
5110	MJ007146	shs14346 MJ007146 MJ007147
5112	MJ007149	shs2336
5114	MJ007151	shs4201 MJ007151 MJ007152
5115	MJ007153	shs4200
5116	MJ007154	shs4199
5117	MJ007155	shs17296
5118	MJ007156	shs4143
5119	MJ007157	shs21165
511A	MJ007158	shs4202 shs14102 MJ007158 MJ007159
511B	MJ007161	shs14347 MJ007161 MJ007160
511C	MJ007162	shs21166
511D	MJ007163	shs21167
511E	MJ007164	shs14348
511F	MJ007165	shs2440
5121	MJ007167	shs4203
5123	MJ007169	shs21168
5127	MJ007175	shs21169
5128	MJ007176	shs21170
512A	MJ007179	shs3855 MJ007179 MJ007180 MJ007178
512C	MJ007182	shs21171 MJ007182 MJ007183
512D	MJ007184	shs21172
512F	MJ007186	shs21173
5131	MJ007188	shs21174 MJ007188 MJ007189
5132	MJ007190	shs3813 shs7798 MJ007190 MJ007191
5133	MJ007192	shs19170
5134	MJ007193	shs21175
5135	MJ007194	shs16790
5137	MJ007196	shs4205
5138	MJ007197	shs19171
5139	MJ007198	shs21176
513A	MJ007199	shs4204 MJ007199 MJ007200
513B	MJ007201	shs4207 MJ007201 MJ007202
513C	MJ007203	shs4206 MJ007203 MJ056958 u513c-ue0103 MJ056960
513F	MJ007206	shs4208
5141	MJ007209	shs1208
5142	MJ007212	shs21177 MJ007212 MJ007210 MJ007211 MJ056966
5143	MJ007213	shs1897
5144	MJ007214	shs1809
5145	MJ007216	shs2374 MJ007216 MJ007215	ufa74-kp
5146	MJ007217	shs3001 shs13477 MJ007217 MJ007218
5147	MJ007219	shs1692 MJ007219 MJ056967
5148	MJ007220	shs2700
5149	MJ007221	shs1963		nnt:20253
514A	MJ007222	shs8393 MJ007222 MJ007224 u514a-ue0103 MJ007223
514B	MJ007226	shs2048
514C	MJ007227	shs4211 MJ007227 MJ007228
514D	MJ007230	koseki-015980 shs13389 MJ007230 MJ007229 MJ030246	MJ030246 cns:2F80E	nnt:28558
514F	MJ007233	shs21178
5150	MJ007234	shs2247
5153	MJ007240	shs21179 MJ007240 MJ007239
5154	MJ007242	shs7814 shs4212 shs14103 MJ007242 MJ007243 MJ007241	cns:2F80F
5155	MJ007244	shs16791
5157	MJ007246	shs16792
5158	MJ007247	shs21180
515A	MJ007249	shs3160
515C	MJ007251	shs1491 MJ007251 MJ057036
515F	MJ007254	shs14349
5160	MJ007255	shs17298 MJ007255 u5160-ue0102
5164	MJ007259	shs8394 MJ007259 u5164-ue0102 MJ007260 u5164-ue0104 u5164-ue0105	cns:2F810
5165	MJ007264	shs3286
5166	MJ007265	shs21181
5167	MJ007266	shs13966	cns:2F814
5168	MJ007268	shs2742 shs13890 MJ007268 MJ007267 u5168-ue0104	ufa72-kp
5169	MJ007270	shs4215 MJ007270 MJ007269	akr:14503
516A	MJ007271	shs4216 MJ007271 MJ007272
516B	MJ007273	shs3392 shs20079 MJ007273 MJ007274
516C	MJ007275	shs1964 shs13440 MJ007275 MJ007276
516D	MJ007277	shs4065	akr:14507	@ nnt:25624
516E	MJ007278	shs4217 MJ007278 MJ007279
5173	MJ007284	shs17300 MJ007284 MJ007283
5174	MJ007285	shs19172
5175	MJ007286	shs3596
5176	MJ007287	shs2838
5177	MJ007288	shs1769 shs13733 MJ007288 MJ007290 MJ007289	cns:2F811
5178	MJ007291	shs3119 MJ007291 MJ056983
5179	MJ007292	shs14201
517B	MJ007293	shs18393 MJ007293 MJ007294
517C	MJ007297	shs1865 shs13748 MJ007297 MJ007298 MJ007296 MJ056985 MJ056989
517E	MJ007299	shs21182
5180	MJ007300	shs4218 MJ007300 MJ056999	ufa75-kp
5182	MJ007301	shs4219
5183	MJ007302	shs17301
5184	MJ007303	shs19173
5185	MJ007304	shs3258 MJ007304 MJ057000
5186	MJ007305	shs1281
5189	MJ007308	shs4222 shs7815 MJ007308 MJ007307
518A	MJ007309	shs2157
518B	MJ007310	shs17302
518C	MJ007311	shs4221
518D	MJ007313	shs20061 shs2102 MJ007313 MJ007312 MJ057004 MJ057010	cns:2F815
518E	MJ007314	shs21183 MJ007314 MJ057006 MJ057007
518F	MJ007315	shs4223
5190	MJ007316	shs6235
5191	MJ007317	shs4224
5192	MJ007319	shs3695 shs14038 MJ007319 MJ007318	cns:2F8D2
5193	MJ007321	shs4225 shs13521 MJ007321 MJ007320 MJ007322 MJ057016
5195	MJ007324	shs7816 shs4226 shs14104 MJ007324 MJ007326 MJ007325 MJ007327	cns:2F8D3
5196	MJ007328	shs4227
5197	MJ007329	shs2513 MJ007329 MJ007330	cns:2F817
5198	MJ007331	shs17304 MJ007331 MJ057022
5199	MJ007332	shs2296
519D	MJ007334	shs8395 MJ007334 MJ007335 MJ057024
51A0	MJ007338	shs1507
51A1	MJ007339	shs14350 MJ007339 MJ007340
51A2	MJ007342	shs4230 MJ007342 MJ007341 MJ007343 MJ007344 MJ068058
51A3	MJ007345	shs17305
51A4	MJ007347	shs4228 shs7817 MJ007347 MJ007346 MJ007349 MJ007348 MJ068059	cns:2F818
51A5	MJ007350	shs3785 MJ007350 MJ057027
51A6	MJ007351	shs4229 MJ007351 MJ007352
51A8	MJ007353	shs3532
51A9	MJ007354	shs4231
51AA	MJ007356	shs4232 MJ007356 MJ007355
51AB	MJ007357	shs4233
51AC	MJ007359	shs13954 shs3161 MJ007359 MJ007358	cns:2F81A
51AD	MJ007360	shs17306
51B0	MJ007363	shs4237
51B1	MJ007364	shs4235
51B2	MJ007365	shs4236
51B3	MJ007366	shs4234
51B4	MJ007369	shs2131 shs13404 shs13787 MJ007369 MJ007367 MJ007368 MJ007370
51B5	MJ007372	shs4238 MJ007372 MJ007371	ufa71-kp cns:2F81B
51B6	MJ007373	shs3830
51B7	MJ007374	shs4012	MJ007374	@ nnt:28982
51B8	MJ007375	shs19174
51BA	MJ007377	shs19175
51BC	MJ007378	shs14351
51BD	MJ007379	shs4239
51BE	MJ007380	shs8396
51BF	MJ007381	shs21184
51C2	MJ007383	shs21185
51C3	MJ007384	shs15410
51C4	MJ007385	shs2636
51C5	MJ007386	shs4240
51C6	MJ007387	shs2404
51C8	MJ007389	shs19176
51C9	MJ007390	shs4241	akr:14531
51CA	MJ007391	shs16794 MJ007391 MJ007392
51CB	MJ007394	shs3002 shs7742 MJ007394 MJ007393
51CD	MJ007397	shs3162
51CF	MJ007398	shs19177
51D1	MJ007400	shs19178 u51d1-ue0101 u51d1-ue0102
51D2	MJ007401	shs21186
51D3	MJ007402	shs19179
51D4	MJ007403	shs19180
51D5	MJ007404	shs21187
51D6	MJ007405	shs4314
51D8	MJ007407	shs19181
51DB	MJ007410	shs4242 shs13522 MJ007410 u51db-ue0103		nnt:27041 nnt:28760
51DC	MJ007411	shs8284	akr:14535
51DD	MJ007412	shs1725
51DE	MJ007414	shs20300 shs20307 shs14352 shs20081 shs8542 shs14352 MJ007413 MJ007414 MJ030203 MJ030204 MJ030205 MJ059370	MJ030205
51DF	MJ007415	shs19182
51E0	MJ007416	shs4243
51E1	MJ007417	shs3724 shs14041
51E2	MJ007418	shs16795 MJ007418 MJ007419
51E5	MJ007421	shs21188
51E6	MJ007422	shs2418
51E7	MJ007423	shs2908
51E9	MJ007424	shs4245
51EA	MJ007425	shs3260
51EC	MJ007426	shs8397
51ED	MJ007427	shs4246
51EE	MJ007428	shs14353
51F0	MJ007430	shs4247
51F1	MJ007431	shs1420
51F2	MJ007432	shs21189
51F3	MJ007434	shs17309
51F4	MJ007435	shs14354
51F5	MJ007436	shs4248	cns:2F81D
51F6	MJ007438	shs1695 MJ007438 MJ057037
51F7	MJ007439	shs21190
51F8	MJ007440	shs3236
51F9	MJ007441	shs1308
51FA	MJ007442	shs2394
51FD	MJ007443	shs3381 shs20082 MJ007443 MJ007444
51FE	MJ007445	shs4249 MJ007445 MJ007446
5200	MJ007447	shs3163
5201	MJ007448	shs14355
5202	MJ007449	shs14356
5203	MJ007451	shs2581 shs13858 MJ007451 MJ007450	cns:2F81E
5204	MJ007452	shs4250 MJ007452 MJ007453
5205	MJ007454	shs19183
5206	MJ007455	shs3580 shs13499 MJ007455 MJ007456
5207	MJ007457	shs2686 MJ007457 MJ007459 MJ007460 MJ057061	akr:14549 cns:2F850
5208	MJ007461	shs1502
520A	MJ007463	shs1509
520B	MJ007464	shs4251 MJ007464 MJ007465
520E	MJ007468	shs4253
5211	MJ007471	shs1808
5212	MJ007472	shs17310
5213	MJ007473	shs14357 MJ007473 MJ007474
5214	MJ007475	shs4252
5215	MJ007476	shs8398
5216	MJ007477	shs17311
